custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,city_BOM,city_DEL,city_MAA,city_BLR,favday_Monday,favday_Tuesday,favday_Friday,favday_Thursday,favday_Wednesday,favday_Saturday,favday_Sunday,created_year,created_month,firstorder_year,firstorder_month,lastorder_year,lastorder_month
NRFC2V,1,2009-05-01,2009-07-31,2013-08-03,43,32.55813953,2.325581395,68.41,0.00204918,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009,4,2009,6,2013,7
HQ8KYX,1,2012-08-27,2012-08-27,2012-08-27,45,6.666666667,0.0,134.55,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,7,2012,7,2012,7
KQGEG7,1,2011-01-27,2011-01-30,2011-02-27,45,0.0,0.0,78.68,0.071428571,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0,2011,0,2011,1
Y7E9SE,1,2012-10-15,2012-12-09,2012-12-09,45,4.444444444,0.0,55.14,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,9,2012,11,2012,11
RL6YZ7,1,2012-02-04,2013-08-30,2013-11-21,36,47.22222222,16.66666667,64.67,0.024096386,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,1,2013,7,2013,10
BNV85,1,2011-01-28,2012-03-28,2012-03-28,40,32.5,5.0,48.14,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,0,2012,2,2012,2
ACT6W6,0,2012-07-08,2012-07-08,2012-07-08,0,0.0,0.0,85.08,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,6,2012,6,2012,6
VZ6XCE,1,2011-07-29,2011-07-29,2011-08-11,45,4.444444444,0.0,55.69,0.153846154,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,6,2011,6,2011,7
8UHLDD,0,2013-04-22,2013-07-20,2013-07-20,0,0.0,0.0,49.77,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,3,2013,6,2013,6
U78VJA,1,2012-08-27,2013-09-22,2013-09-22,35,14.28571429,0.0,90.2,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012,7,2013,8,2013,8
94G47P,0,2011-11-28,2011-11-28,2011-11-28,0,0.0,0.0,5.13,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,10,2011,10,2011,10
E7G7JS,0,2011-08-23,2011-11-04,2011-11-04,0,0.0,0.0,51.38,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,7,2011,10,2011,10
KDKQB6,1,2010-09-02,2010-09-29,2012-04-23,18,0.0,0.0,91.44,0.008741259,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,8,2010,8,2012,3
XV8MJM,0,2009-10-02,2009-10-02,2009-10-02,0,0.0,0.0,25.8,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009,9,2009,9,2009,9
M7R4V6,1,2012-08-12,2012-08-12,2012-08-12,44,2.272727273,0.0,26.15,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012,7,2012,7,2012,7
W3X74T,1,2011-08-13,2012-05-07,2012-05-07,44,4.545454545,0.0,33.54,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,7,2012,4,2012,4
SLJKV5,0,2011-05-19,2011-05-25,2011-05-25,0,0.0,0.0,52.16,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,4,2011,4,2011,4
CCUCHG,1,2011-05-15,2011-05-15,2011-05-15,43,11.62790698,0.0,55.81,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,4,2011,4,2011,4
DXKCF7,1,2010-09-21,2010-09-27,2012-08-10,46,4.347826087,2.173913043,113.45,0.002928258,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8,2010,8,2012,7
ZCSMEU,1,2009-11-15,2009-11-15,2009-11-15,16,0.0,0.0,23.05,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,10,2009,10,2009,10
HYCRLV,0,2011-01-27,2011-03-06,2011-03-06,0,0.0,0.0,40.52,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0,2011,2,2011,2
L7LC7X,1,2011-08-01,2011-08-01,2011-08-01,45,4.444444444,2.222222222,52.88,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,7,2011,7,2011,7
7UREXW,1,2010-07-19,2010-08-17,2011-11-11,42,47.61904762,4.761904762,90.35,0.015521064,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,6,2010,7,2011,10
8STFPR,0,2010-09-01,2010-09-08,2011-03-24,0,0.0,0.0,85.67,0.025380711,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,8,2010,8,2011,2
H8X9KB,1,2011-05-13,2011-05-23,2011-05-23,41,12.19512195,2.43902439,55.55,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,4,2011,4,2011,4
JYT5X5,1,2011-11-10,2011-11-10,2011-11-10,42,21.42857143,4.761904762,53.17,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,10,2011,10,2011,10
CCMWYW,1,2011-07-14,2011-07-19,2011-07-19,45,4.444444444,2.222222222,57.39,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,6,2011,6,2011,6
EV7J2T,0,2010-08-08,2010-08-19,2010-08-19,0,0.0,0.0,8.08,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,7,2010,7,2010,7
ZFAZKQ,1,2013-06-23,2013-07-16,2013-07-16,41,29.26829268,0.0,61.23,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,5,2013,6,2013,6
BTP38T,1,2012-05-17,2012-05-31,2012-06-11,32,78.125,0.0,133.52,0.272727273,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,4,2012,4,2012,5
ZGVR44,0,2009-04-23,2009-04-24,2009-04-24,0,0.0,0.0,50.89,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2009,3,2009,3,2009,3
56ECVJ,1,2011-11-28,2011-11-29,2012-05-24,46,4.347826087,0.0,108.61,0.062146893,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,10,2011,10,2012,4
G27PX3,0,2012-10-04,2012-10-04,2012-10-04,0,0.0,0.0,20.4,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012,9,2012,9,2012,9
NW32GG,1,2011-02-18,2011-03-22,2012-08-02,48,2.083333333,0.0,115.71,0.01002004,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,1,2011,2,2012,7
QQ4DHH,0,2011-09-17,2013-10-31,2013-10-31,0,0.0,0.0,52.59,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,8,2013,9,2013,9
GNJCCT,1,2012-11-06,2012-11-06,2012-11-06,44,2.272727273,2.272727273,13.55,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012,10,2012,10,2012,10
XVAYYC,1,2013-03-16,2013-11-24,2013-11-24,47,10.63829787,8.510638298,46.12,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,2,2013,10,2013,10
2EAG5Q,1,2011-02-17,2011-02-17,2011-02-17,45,4.444444444,0.0,96.52,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,1,2011,1,2011,1
3TEWJE,0,2011-08-21,2011-08-21,2011-08-21,0,0.0,0.0,91.36,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,7,2011,7,2011,7
EMXJFE,1,2012-08-28,2012-07-20,2012-07-20,36,0.0,0.0,45.8,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,7,2012,6,2012,6
6DKNF6,0,2011-05-27,2011-05-31,2011-05-31,0,0.0,0.0,50.42,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,4,2011,4,2011,4
RXMKJC,0,2012-08-28,2012-07-26,2012-10-05,0,0.0,0.0,47.48,0.084507042,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,7,2012,6,2012,9
JJZAV3,1,2012-05-17,2012-06-04,2012-06-19,44,6.818181818,0.0,52.5,0.2,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,4,2012,5,2012,5
VKZB58,0,2011-10-12,2011-10-12,2011-10-12,0,0.0,0.0,53.39,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,9,2011,9,2011,9
TVPAV2,0,2011-07-20,2011-07-21,2011-11-17,12,16.66666667,0.0,68.22,0.050420168,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,6,2011,6,2011,10
FSM7DR,0,2011-01-07,2011-02-05,2011-02-05,0,0.0,0.0,63.94,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,0,2011,1,2011,1
CBDP5F,1,2011-10-13,2011-10-26,2011-11-16,47,4.255319149,4.255319149,120.57,0.19047619,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,9,2011,9,2011,10
U4C4UE,1,2011-11-14,2011-11-21,2011-11-21,16,0.0,0.0,53.94,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,10,2011,10,2011,10
DTM5YQ,1,2012-08-28,2012-07-20,2012-07-20,27,51.85185185,0.0,53.92,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,7,2012,6,2012,6
G8HHG8,1,2013-06-19,2013-07-17,2013-07-17,44,2.272727273,0.0,52.94,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,5,2013,6,2013,6
WM423Z,1,2012-10-27,2012-12-06,2012-12-06,47,12.76595745,0.0,50.67,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012,9,2012,11,2012,11
YKHU5Q,1,2011-05-14,2011-05-14,2011-05-24,23,69.56521739,0.0,39.07,0.2,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,4,2011,4,2011,4
JYRWVS,0,2012-11-10,2012-12-04,2012-12-04,0,0.0,0.0,88.52,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012,10,2012,11,2012,11
VD8859,1,2011-08-16,2012-03-13,2012-04-12,18,0.0,0.0,76.87,0.133333333,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,7,2012,2,2012,3
3UH29R,1,2011-07-23,2011-07-27,2011-09-21,38,60.52631579,0.0,117.63,0.107142857,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,6,2011,6,2011,8
3FEP6Q,1,2011-01-26,2011-01-26,2011-01-26,16,0.0,0.0,100.76,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,0,2011,0,2011,0
DUYZ5K,1,2010-09-30,2012-02-14,2012-02-14,16,0.0,0.0,45.03,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,8,2012,1,2012,1
AEFVU7,1,2011-06-05,2013-12-05,2013-12-17,28,14.28571429,7.142857143,32.18,0.166666667,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,5,2013,11,2013,11
65VG3J,1,2010-05-16,2010-05-16,2010-05-16,45,4.444444444,4.444444444,57.14,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,4,2010,4,2010,4
HNSRHL,0,2009-10-24,2010-07-06,2010-07-06,0,0.0,0.0,15.21,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2009,9,2010,6,2010,6
XXHRQC,1,2013-04-13,2013-12-29,2013-12-29,52,11.53846154,0.0,40.02,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,3,2013,11,2013,11
MNSP5L,0,2010-03-01,2011-05-31,2011-05-31,0,0.0,0.0,55.67,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,2,2011,4,2011,4
A6BCNU,1,2011-07-14,2011-07-17,2011-10-18,36,86.11111111,2.777777778,78.88,0.129032258,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,6,2011,6,2011,9
TKKXKW,1,2013-04-06,2013-10-14,2013-10-14,32,6.25,3.125,53.49,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,3,2013,9,2013,9
GUMK2K,1,2012-04-03,2012-04-17,2012-05-29,47,0.0,0.0,24.44,0.095238095,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012,3,2012,3,2012,4
VZ6VME,1,2010-09-13,2010-09-14,2012-04-26,47,4.255319149,2.127659574,91.16,0.006779661,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,8,2010,8,2012,3
W62G2T,1,2011-05-17,2011-05-18,2011-10-03,39,7.692307692,0.0,50.53,0.014492754,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,4,2011,4,2011,9
UJFWLS,1,2012-07-03,2012-07-05,2012-11-11,47,0.0,0.0,172.95,0.031007752,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012,6,2012,6,2012,10
THC3HZ,1,2012-09-15,2012-09-26,2012-09-26,45,2.222222222,0.0,55.82,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,8,2012,8,2012,8
92QYDU,1,2012-05-21,2012-05-21,2012-06-16,41,19.51219512,2.43902439,57.52,0.076923077,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,4,2012,4,2012,5
L6FMT5,0,2011-08-21,2011-08-21,2012-11-30,0,0.0,0.0,71.04,0.006423983,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,7,2011,7,2012,10
WDF5GB,0,2010-07-11,2011-01-16,2011-10-17,0,0.0,0.0,192.71,0.047445255,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,6,2011,0,2011,9
U2WUDK,1,2011-05-13,2011-10-31,2011-10-31,39,53.84615385,0.0,61.39,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,4,2011,9,2011,9
AUZMYH,0,2012-06-04,2012-06-04,2012-06-04,0,0.0,0.0,74.27,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012,5,2012,5,2012,5
UNKTEL,1,2012-06-12,2012-06-13,2012-06-13,46,13.04347826,0.0,74.4,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,5,2012,5,2012,5
7L7C5F,1,2012-11-27,2013-12-05,2014-01-15,51,17.64705882,7.843137255,17.5,0.097560976,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,10,2013,11,2014,0
J8SJQ2,1,2012-09-08,2012-09-18,2012-11-17,45,0.0,0.0,41.11,0.033333333,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,8,2012,8,2012,10
S97G33,1,2012-03-30,2012-03-30,2012-05-28,45,0.0,0.0,57.59,0.050847458,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,2,2012,2,2012,4
XBNH9C,1,2011-01-30,2011-02-22,2013-12-30,40,100.0,12.5,66.01,0.004798464,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,0,2011,1,2013,11
3QDCCW,0,2011-09-27,2011-10-10,2012-01-12,0,0.0,0.0,90.39,0.085106383,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,8,2011,9,2012,0
WASAEG,0,2011-09-19,2011-09-19,2011-09-19,0,0.0,0.0,52.5,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,8,2011,8,2011,8
LN8B7T,1,2012-05-14,2012-05-14,2012-05-14,38,7.894736842,0.0,71.32,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,4,2012,4,2012,4
TPWZF6,1,2011-05-13,2011-05-17,2012-08-29,44,9.090909091,2.272727273,88.46,0.025531915,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,4,2011,4,2012,7
SNVX6S,1,2010-12-20,2012-03-20,2012-05-24,46,2.173913043,0.0,65.99,0.076923077,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,11,2012,2,2012,4
TGZ4P6,0,2010-05-08,2010-05-22,2010-07-07,0,0.0,0.0,74.21,0.108695652,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,4,2010,4,2010,6
JC9QZX,0,2010-09-01,2010-09-12,2010-09-28,3,33.33333333,0.0,58.44,0.125,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,8,2010,8,2010,8
Q7LZSM,0,2010-10-01,2011-02-18,2011-03-04,0,0.0,0.0,38.83,0.428571429,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,9,2011,1,2011,2
J5F6K4,0,2012-08-28,2012-07-26,2012-08-09,0,0.0,0.0,81.9,0.142857143,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,7,2012,6,2012,7
CLCZ33,1,2011-05-14,2011-05-15,2012-01-26,44,20.45454545,0.0,75.67,0.01171875,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,4,2011,4,2012,0
NJZGUB,0,2012-08-28,2012-09-12,2012-09-12,0,0.0,0.0,45.9,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,7,2012,8,2012,8
5ZRNDA,0,2011-05-13,2011-06-02,2012-04-28,0,0.0,0.0,91.14,0.01510574,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,4,2011,5,2012,3
2LRQPE,0,2011-12-04,2011-12-15,2012-07-02,0,0.0,0.0,53.84,0.06,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,11,2011,11,2012,6
6AXFUE,0,2012-08-29,2012-09-30,2012-10-14,0,0.0,0.0,62.67,0.214285714,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,7,2012,8,2012,9
CN5ZZN,1,2012-11-06,2012-11-07,2012-11-07,45,0.0,0.0,51.27,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012,10,2012,10,2012,10
CLQ4NL,0,2011-05-13,2011-07-11,2011-07-11,0,0.0,0.0,56.3,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,4,2011,6,2011,6
CC5NMX,1,2013-06-01,2013-07-11,2013-09-18,50,8.0,2.0,62.82,0.086956522,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,5,2013,6,2013,8
475D8H,1,2012-04-02,2012-04-07,2012-04-07,16,0.0,0.0,33.06,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012,3,2012,3,2012,3
CG8WX4,1,2012-05-22,2012-06-07,2012-07-19,47,4.255319149,0.0,45.43,0.095238095,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012,4,2012,5,2012,6
JC82RY,1,2011-05-13,2011-05-15,2011-11-14,41,17.07317073,7.317073171,51.06,0.016393443,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,4,2011,4,2011,10
ULACXN,1,2010-02-25,2011-03-14,2013-11-23,47,25.53191489,21.27659574,192.6,0.023350254,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,1,2011,2,2013,10
58TS3Q,1,2011-09-21,2011-10-13,2011-11-22,36,8.333333333,0.0,36.9,0.075,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,8,2011,9,2011,10
QY4LG8,0,2011-12-18,2011-12-18,2012-02-07,15,13.33333333,6.666666667,146.79,0.078431373,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,11,2011,11,2012,1
UFLAUS,1,2011-07-02,2011-11-16,2011-11-16,45,0.0,0.0,51.37,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,6,2011,10,2011,10
Z7995P,1,2012-07-26,2012-11-19,2012-11-19,44,9.090909091,2.272727273,88.47,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,6,2012,10,2012,10
QG8U5G,1,2013-05-26,2014-01-18,2014-01-18,42,4.761904762,2.380952381,40.0,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,4,2014,0,2014,0
6EMAB5,0,2012-10-24,2013-09-15,2013-09-15,0,0.0,0.0,50.14,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,9,2013,8,2013,8
FF9622,1,2009-11-22,2009-11-23,2011-11-11,18,0.0,0.0,40.65,0.006963788,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,10,2009,10,2011,10
99T6RL,1,2012-01-10,2012-02-27,2012-04-16,43,39.53488372,0.0,190.95,0.102040816,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,0,2012,1,2012,3
GX4F7K,1,2012-08-28,2012-07-26,2012-07-26,36,33.33333333,5.555555556,122.68,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,7,2012,6,2012,6
G42J7S,0,2010-07-28,2011-05-10,2012-06-20,0,0.0,0.0,34.42,0.058968059,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,6,2011,4,2012,5
A5FKJ8,1,2011-10-31,2011-11-15,2011-11-15,36,50.0,0.0,50.84,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,9,2011,10,2011,10
SV5FQU,1,2012-08-28,2012-07-26,2012-07-26,34,5.882352941,0.0,983.68,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,7,2012,6,2012,6
D4LW87,0,2010-12-10,2011-01-10,2012-03-21,0,0.0,0.0,55.62,0.018348624,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,2011,0,2012,2
8PYNQY,0,2012-08-28,2012-09-10,2012-09-10,0,0.0,0.0,62.99,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,7,2012,8,2012,8
BVSMU9,1,2013-06-26,2013-07-16,2013-07-16,44,0.0,0.0,79.77,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,5,2013,6,2013,6
258V5F,1,2012-08-28,2012-07-26,2013-11-19,33,75.75757576,18.18181818,71.15,0.004158004,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,7,2012,6,2013,10
HQKU7Q,0,2010-07-09,2010-07-19,2012-02-13,0,0.0,0.0,65.04,0.022648084,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,6,2010,6,2012,1
GZFPKH,1,2008-08-05,2010-07-01,2011-02-03,18,0.0,0.0,82.41,0.059907834,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008,7,2010,6,2011,1
4UPXWN,1,2012-11-06,2012-11-06,2012-11-06,45,0.0,0.0,51.43,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,10,2012,10,2012,10
E7G3SB,1,2011-08-15,2011-08-15,2012-02-28,47,4.255319149,2.127659574,67.74,0.020304569,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,7,2011,7,2012,1
